idmeteo,idtelescope,date,tempext,tempint,pression,humidext,humidint,pluie,vent,dirvent,skytemperature,dwn,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
123908,3,2015-03-01 14:54:27,20.8,20.8,1003.5,80.0,80.0,0,0.7,301,-4.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123909,3,2015-03-01 14:59:28,20.8,20.8,1003.6,80.1,80.1,0,0.6,325,-3.2,2,0,0,1,0,0,0,0,0,0,0,0,0
123910,3,2015-03-01 15:04:29,20.8,20.8,1003.6,80.2,80.2,0,1.7,304,-4.4,2,0,0,1,0,0,0,0,0,0,0,0,0
123911,3,2015-03-01 15:09:31,20.8,20.8,1003.7,79.9,79.9,0,1.5,273,-4.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123912,3,2015-03-01 15:14:32,20.9,20.9,1003.8,78.3,78.3,0,0.7,313,-2.2,2,0,0,1,0,0,0,0,0,0,0,0,0
123913,3,2015-03-01 15:19:33,21.1,21.1,1003.7,76.1,76.1,0,1.1,309,-2.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123914,3,2015-03-01 15:24:33,21.4,21.4,1003.7,74.3,74.3,0,1.7,269,-5.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123915,3,2015-03-01 15:29:33,21.5,21.5,1003.8,73.9,73.9,0,1.4,255,-9.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123916,3,2015-03-01 15:34:35,21.6,21.6,1003.9,73.5,73.5,0,1.1,289,-11.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123917,3,2015-03-01 15:39:36,21.6,21.6,1004.0,73.4,73.4,0,2.3,296,-11.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123918,3,2015-03-01 15:44:37,21.6,21.6,1003.9,73.0,73.0,0,1.2,316,-12.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123919,3,2015-03-01 15:49:38,21.6,21.6,1003.9,72.5,72.5,0,3.4,291,-14.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123920,3,2015-03-01 15:54:39,21.8,21.8,1003.9,70.9,70.9,0,2.7,287,-15.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123921,3,2015-03-01 15:59:41,21.8,21.8,1003.9,69.6,69.6,0,3.5,289,-14.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123922,3,2015-03-01 16:04:43,22.0,22.0,1003.9,68.4,68.4,0,1.4,304,-15.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123923,3,2015-03-01 16:09:44,21.8,21.8,1003.9,68.2,68.2,0,3.2,320,-16.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123924,3,2015-03-01 16:14:45,21.8,21.8,1004.1,67.8,67.8,0,3.3,292,-16.5,2,0,0,1,0,0,0,0,0,0,0,0,0
123925,3,2015-03-01 16:19:46,21.7,21.7,1004.2,67.2,67.2,0,3.1,342,-13.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123926,3,2015-03-01 16:24:46,21.7,21.7,1004.2,67.9,67.9,0,3.1,343,-14.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123927,3,2015-03-01 16:29:48,21.6,21.6,1004.2,67.2,67.2,0,3.4,304,-18.6,2,0,0,1,0,0,0,0,0,0,0,0,0
123928,3,2015-03-01 16:34:49,21.4,21.4,1004.3,67.0,67.0,0,2.6,288,-16.5,2,0,0,1,0,0,0,0,0,0,0,0,0
123929,3,2015-03-01 16:39:50,21.3,21.3,1004.2,65.8,65.8,0,2.4,283,-16.6,2,0,0,1,0,0,0,0,0,0,0,0,0
123930,3,2015-03-01 16:44:50,21.3,21.3,1004.2,66.0,66.0,0,2.8,310,-16.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123931,3,2015-03-01 16:49:51,21.2,21.2,1004.2,65.4,65.4,0,3.5,307,-16.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123932,3,2015-03-01 16:54:52,21.2,21.2,1004.2,64.6,64.6,0,3.2,277,-19.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123933,3,2015-03-01 16:59:52,21.1,21.1,1004.2,64.2,64.2,0,4.0,282,-16.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123934,3,2015-03-01 17:04:54,21.1,21.1,1004.3,64.6,64.6,0,3.5,340,-11.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123935,3,2015-03-01 17:09:54,21.0,21.0,1004.3,65.1,65.1,0,2.6,321,-6.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123936,3,2015-03-01 17:14:55,21.0,21.0,1004.2,64.8,64.8,0,2.3,316,-8.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123937,3,2015-03-01 17:19:55,21.1,21.1,1004.2,64.5,64.5,0,2.2,311,-5.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123938,3,2015-03-01 17:24:55,21.1,21.1,1004.2,64.4,64.4,0,2.6,274,-7.5,2,0,0,1,0,0,0,0,0,0,0,0,0
123939,3,2015-03-01 17:29:57,21.0,21.0,1004.2,64.6,64.6,0,2.7,291,-13.6,2,0,0,1,0,0,0,0,0,0,0,0,0
123940,3,2015-03-01 17:34:58,20.9,20.9,1004.2,64.6,64.6,0,3.1,312,-7.7,2,0,0,1,0,0,0,0,0,0,0,0,0
123941,3,2015-03-01 17:39:58,20.9,20.9,1004.3,65.0,65.0,0,4.0,313,-7.2,2,0,0,1,0,0,0,0,0,0,0,0,0
123942,3,2015-03-01 17:44:59,20.9,20.9,1004.3,65.2,65.2,0,3.0,308,-5.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123943,3,2015-03-01 17:50:01,20.8,20.8,1004.2,65.2,65.2,0,2.4,298,-12.4,2,0,0,1,0,0,0,0,0,0,0,0,0
123944,3,2015-03-01 17:55:02,20.8,20.8,1004.1,65.4,65.4,0,4.0,290,-17.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123945,3,2015-03-01 18:00:03,20.7,20.7,1004.3,65.8,65.8,0,3.6,302,-14.7,2,0,0,1,0,0,0,0,0,0,0,0,0
123946,3,2015-03-01 18:05:03,20.6,20.6,1004.3,66.3,66.3,0,3.3,289,-17.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123947,3,2015-03-01 18:10:04,20.5,20.5,1004.3,66.5,66.5,0,2.4,290,-18.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123948,3,2015-03-01 18:15:04,20.4,20.4,1004.3,66.6,66.6,0,2.0,332,-16.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123949,3,2015-03-01 18:20:05,20.3,20.3,1004.5,66.9,66.9,0,1.8,292,-11.2,2,0,0,1,0,0,0,0,0,0,0,0,0
123950,3,2015-03-01 18:25:07,20.3,20.3,1004.4,67.4,67.4,0,2.3,259,-15.2,2,0,0,1,0,0,0,0,0,0,0,0,0
123951,3,2015-03-01 18:30:07,20.2,20.2,1004.5,67.6,67.6,0,1.7,333,-16.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123952,3,2015-03-01 18:35:09,20.1,20.1,1004.6,67.9,67.9,0,1.2,306,-15.6,2,0,0,1,0,0,0,0,0,0,0,0,0
123953,3,2015-03-01 18:40:10,20.0,20.0,1004.5,68.3,68.3,0,2.0,325,-15.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123954,3,2015-03-01 18:45:12,19.9,19.9,1004.4,68.9,68.9,0,2.0,323,-12.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123955,3,2015-03-01 18:50:13,19.8,19.8,1004.3,69.4,69.4,0,2.1,295,-14.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123956,3,2015-03-01 18:55:14,19.7,19.7,1004.2,69.7,69.7,0,3.2,320,-15.5,2,0,0,1,0,0,0,0,0,0,0,0,0
123957,3,2015-03-01 19:00:16,19.7,19.7,1004.3,70.0,70.0,0,1.7,310,-18.4,2,0,0,1,0,0,0,0,0,0,0,0,0
123958,3,2015-03-01 19:05:17,19.6,19.6,1004.3,70.4,70.4,0,1.1,316,-18.6,2,0,0,1,0,0,0,0,0,0,0,0,0
123959,3,2015-03-01 19:10:17,19.6,19.6,1004.3,70.7,70.7,0,1.9,346,-17.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123960,3,2015-03-01 19:15:17,19.6,19.6,1004.5,70.8,70.8,0,1.5,322,-18.6,2,0,0,1,0,0,0,0,0,0,0,0,0
123961,3,2015-03-01 19:20:18,19.6,19.6,1004.5,70.9,70.9,0,1.2,265,-18.6,2,0,0,1,0,0,0,0,0,0,0,0,0
123962,3,2015-03-01 19:25:18,19.5,19.5,1004.4,71.4,71.4,0,0.4,301,-18.4,2,0,0,1,0,0,0,0,0,0,0,0,0
123963,3,2015-03-01 19:30:19,19.5,19.5,1004.4,71.5,71.5,0,1.0,334,-18.4,2,0,0,1,0,0,0,0,0,0,0,0,0
123964,3,2015-03-01 19:35:19,19.5,19.5,1004.4,71.6,71.6,0,2.0,298,-16.7,2,0,0,1,0,0,0,0,0,0,0,0,0
123965,3,2015-03-01 19:40:20,19.5,19.5,1004.5,71.6,71.6,0,1.5,297,-16.7,2,0,0,1,0,0,0,0,0,0,0,0,0
123966,3,2015-03-01 19:45:20,19.5,19.5,1004.5,71.9,71.9,0,1.5,302,-8.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123967,3,2015-03-01 19:50:21,19.5,19.5,1004.7,71.8,71.8,0,1.6,300,-6.5,2,0,0,1,0,0,0,0,0,0,0,0,0
123968,3,2015-03-01 19:55:21,19.6,19.6,1004.8,71.5,71.5,0,3.4,275,-8.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123969,3,2015-03-01 20:00:22,19.6,19.6,1004.8,71.1,71.1,0,3.3,291,-6.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123970,3,2015-03-01 20:05:23,19.5,19.5,1004.8,71.2,71.2,0,2.8,277,-6.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123971,3,2015-03-01 20:10:23,19.5,19.5,1005.0,71.3,71.3,0,0.8,341,-8.2,2,0,0,1,0,0,0,0,0,0,0,0,0
123972,3,2015-03-01 20:15:25,19.4,19.4,1005.1,71.4,71.4,0,0.8,357,-13.4,2,0,0,1,0,0,0,0,0,0,0,0,0
123973,3,2015-03-01 20:20:25,19.3,19.3,1005.1,71.8,71.8,0,3.4,338,-14.5,2,0,0,1,0,0,0,0,0,0,0,0,0
123974,3,2015-03-01 20:25:26,19.2,19.2,1005.1,72.3,72.3,0,3.4,334,-16.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123975,3,2015-03-01 20:30:27,19.1,19.1,1005.1,72.8,72.8,0,2.7,321,-16.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123976,3,2015-03-01 20:35:28,19.0,19.0,1005.1,73.1,73.1,0,1.2,350,-17.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123977,3,2015-03-01 20:40:28,18.9,18.9,1005.1,73.6,73.6,0,1.4,330,-17.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123978,3,2015-03-01 20:45:28,18.8,18.8,1005.1,73.9,73.9,0,1.8,4,-16.6,2,0,0,1,0,0,0,0,0,0,0,0,0
123979,3,2015-03-01 20:50:30,18.8,18.8,1005.2,74.1,74.1,0,1.8,342,-15.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123980,3,2015-03-01 20:55:31,18.7,18.7,1005.4,74.5,74.5,0,2.2,325,-15.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123981,3,2015-03-01 21:00:32,18.6,18.6,1005.5,74.5,74.5,0,0.9,273,-14.2,2,0,0,1,0,0,0,0,0,0,0,0,0
123982,3,2015-03-01 21:05:33,18.6,18.6,1005.6,74.6,74.6,0,1.4,307,-11.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123984,3,2015-03-01 21:15:37,18.6,18.6,1005.7,74.4,74.4,0,2.9,322,-6.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123985,3,2015-03-01 21:20:37,18.7,18.7,1005.7,73.9,73.9,0,2.2,353,-7.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123986,3,2015-03-01 21:25:39,18.8,18.8,1005.6,73.4,73.4,0,0.7,340,-8.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123987,3,2015-03-01 21:30:40,18.9,18.9,1005.7,73.1,73.1,0,2.4,334,-10.5,2,0,0,1,0,0,0,0,0,0,0,0,0
123988,3,2015-03-01 21:35:41,18.9,18.9,1005.7,72.6,72.6,0,2.4,345,-11.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123989,3,2015-03-01 21:40:42,19.0,19.0,1005.9,72.4,72.4,0,3.2,336,-10.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123990,3,2015-03-01 21:45:44,19.0,19.0,1005.9,72.0,72.0,0,3.7,315,-8.7,2,0,0,1,0,0,0,0,0,0,0,0,0
123991,3,2015-03-01 21:50:44,19.0,19.0,1006.0,71.6,71.6,0,2.9,342,-7.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123992,3,2015-03-01 21:55:45,19.1,19.1,1005.9,71.2,71.2,0,1.4,358,-8.1,2,0,0,1,0,0,0,0,0,0,0,0,0
123993,3,2015-03-01 22:00:47,19.1,19.1,1005.9,70.6,70.6,0,1.8,313,-8.3,2,0,0,1,0,0,0,0,0,0,0,0,0
123994,3,2015-03-01 22:05:47,19.1,19.1,1005.9,70.4,70.4,0,2.9,346,-7.8,2,0,0,1,0,0,0,0,0,0,0,0,0
123995,3,2015-03-01 22:10:48,19.1,19.1,1006.0,70.1,70.1,0,2.6,320,-7.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123996,3,2015-03-01 22:15:48,19.1,19.1,1006.1,69.9,69.9,0,3.2,292,-8.0,2,0,0,1,0,0,0,0,0,0,0,0,0
123997,3,2015-03-01 22:20:49,19.2,19.2,1006.2,69.7,69.7,0,2.1,322,-5.5,2,0,0,1,0,0,0,0,0,0,0,0,0
123998,3,2015-03-01 22:25:50,19.2,19.2,1006.3,69.3,69.3,0,2.5,306,-4.9,2,0,0,1,0,0,0,0,0,0,0,0,0
123999,3,2015-03-01 22:30:50,19.2,19.2,1006.5,69.4,69.4,0,1.0,337,-3.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124000,3,2015-03-01 22:35:51,19.2,19.2,1006.5,69.5,69.5,0,1.0,351,-9.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124001,3,2015-03-01 22:40:51,19.2,19.2,1006.5,69.2,69.2,0,1.3,348,-16.4,2,0,0,1,0,0,0,0,0,0,0,0,0
124002,3,2015-03-01 22:45:53,19.1,19.1,1006.5,69.4,69.4,0,3.3,302,-18.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124003,3,2015-03-01 22:50:55,19.2,19.2,1006.6,69.4,69.4,0,2.7,338,-19.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124004,3,2015-03-01 22:55:55,19.3,19.3,1006.7,69.1,69.1,0,2.5,309,-19.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124005,3,2015-03-01 23:00:56,19.5,19.5,1006.7,68.2,68.2,0,2.8,296,-19.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124006,3,2015-03-01 23:05:57,19.6,19.6,1006.8,67.8,67.8,0,0.9,306,-19.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124007,3,2015-03-01 23:10:58,19.9,19.9,1006.8,66.4,66.4,0,2.9,345,-20.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124008,3,2015-03-01 23:15:59,19.9,19.9,1006.9,66.5,66.5,0,1.2,7,-17.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124009,3,2015-03-01 23:21:00,20.1,20.1,1007.1,66.2,66.2,0,2.8,324,-18.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124010,3,2015-03-01 23:26:01,20.2,20.2,1006.9,65.2,65.2,0,2.5,294,-20.4,2,0,0,1,0,0,0,0,0,0,0,0,0
124011,3,2015-03-01 23:31:02,20.2,20.2,1007.1,65.1,65.1,0,2.4,306,-20.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124012,3,2015-03-01 23:36:03,20.3,20.3,1007.2,64.7,64.7,0,2.7,296,-16.4,2,0,0,1,0,0,0,0,0,0,0,0,0
124013,3,2015-03-01 23:41:04,20.1,20.1,1007.3,65.4,65.4,0,3.7,334,-14.4,2,0,0,1,0,0,0,0,0,0,0,0,0
124014,3,2015-03-01 23:46:05,20.3,20.3,1007.4,65.1,65.1,0,3.5,304,-8.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124015,3,2015-03-01 23:51:06,20.3,20.3,1007.4,65.2,65.2,0,2.7,273,-5.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124016,3,2015-03-01 23:56:07,20.2,20.2,1007.5,65.6,65.6,0,3.3,321,-3.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124017,3,2015-03-02 00:01:09,20.1,20.1,1007.5,65.9,65.9,0,1.0,326,-2.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124018,3,2015-03-02 00:06:10,20.0,20.0,1007.7,66.4,66.4,0,4.6,272,-4.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124019,3,2015-03-02 00:11:11,20.0,20.0,1007.6,66.7,66.7,0,2.4,3,-3.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124020,3,2015-03-02 00:16:13,20.0,20.0,1007.6,66.1,66.1,0,3.5,310,-3.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124021,3,2015-03-02 00:21:14,20.2,20.2,1007.5,66.0,66.0,0,2.2,296,-2.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124022,3,2015-03-02 00:26:15,20.3,20.3,1007.5,65.0,65.0,0,4.5,311,-2.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124023,3,2015-03-02 00:31:17,20.5,20.5,1007.5,64.6,64.6,0,4.8,273,-2.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124024,3,2015-03-02 00:36:18,20.7,20.7,1007.6,64.4,64.4,0,2.4,296,-4.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124025,3,2015-03-02 00:41:19,20.8,20.8,1007.6,63.6,63.6,0,2.6,289,-2.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124026,3,2015-03-02 00:46:21,20.9,20.9,1007.6,63.3,63.3,0,4.6,318,-3.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124027,3,2015-03-02 00:51:23,21.0,21.0,1007.6,62.8,62.8,0,3.7,327,-5.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124028,3,2015-03-02 00:56:24,20.9,20.9,1007.6,63.9,63.9,0,1.1,272,-1.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124029,3,2015-03-02 01:01:26,21.1,21.1,1007.7,62.7,62.7,0,4.0,312,-3.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124030,3,2015-03-02 01:06:27,21.1,21.1,1007.7,63.1,63.1,0,1.5,312,-2.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124031,3,2015-03-02 01:11:29,21.1,21.1,1007.7,62.4,62.4,0,1.0,74,-2.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124032,3,2015-03-02 01:16:30,21.1,21.1,1007.7,62.8,62.8,0,2.7,325,-2.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124033,3,2015-03-02 01:21:32,21.1,21.1,1007.7,63.2,63.2,0,3.7,341,-3.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124034,3,2015-03-02 01:26:34,21.1,21.1,1007.8,62.3,62.3,0,5.6,309,-3.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124035,3,2015-03-02 01:31:35,21.2,21.2,1007.7,62.1,62.1,0,5.1,308,-3.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124036,3,2015-03-02 01:36:35,21.4,21.4,1007.7,61.9,61.9,0,5.9,297,-3.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124037,3,2015-03-02 01:41:35,21.6,21.6,1007.7,61.1,61.1,0,3.3,315,-6.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124038,3,2015-03-02 01:46:37,21.8,21.8,1007.8,61.3,61.3,0,1.4,332,-6.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124039,3,2015-03-02 01:51:39,22.3,22.3,1007.8,60.1,60.1,0,2.6,309,-4.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124040,3,2015-03-02 01:56:39,22.3,22.3,1007.8,58.8,58.8,0,2.5,343,-4.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124041,3,2015-03-02 02:01:40,22.1,22.1,1007.9,59.8,59.8,0,2.1,274,-3.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124042,3,2015-03-02 02:06:40,22.0,22.0,1008.0,58.8,58.8,0,4.1,294,-3.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124043,3,2015-03-02 02:11:41,22.0,22.0,1008.0,60.1,60.1,0,3.2,315,-3.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124044,3,2015-03-02 02:16:42,22.2,22.2,1007.9,58.4,58.4,0,2.5,301,-6.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124045,3,2015-03-02 02:21:43,22.8,22.8,1008.1,58.0,58.0,0,2.6,280,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124046,3,2015-03-02 02:26:44,22.6,22.6,1008.1,57.0,57.0,0,4.1,321,-3.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124047,3,2015-03-02 02:31:45,22.3,22.3,1008.0,57.7,57.7,0,3.9,332,-4.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124048,3,2015-03-02 02:36:46,22.5,22.5,1008.1,58.8,58.8,0,2.4,340,-2.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124049,3,2015-03-02 02:41:47,22.5,22.5,1008.1,57.9,57.9,0,5.3,305,-3.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124050,3,2015-03-02 02:46:47,22.8,22.8,1008.1,58.2,58.2,0,3.4,290,-3.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124051,3,2015-03-02 02:51:49,22.7,22.7,1008.1,56.8,56.8,0,4.0,292,-3.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124052,3,2015-03-02 02:56:49,22.6,22.6,1008.2,57.2,57.2,0,4.0,324,-3.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124053,3,2015-03-02 03:01:50,22.5,22.5,1008.1,57.4,57.4,0,4.4,331,-4.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124054,3,2015-03-02 03:06:51,22.4,22.4,1008.2,58.2,58.2,0,0.8,303,-2.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124055,3,2015-03-02 03:11:52,22.5,22.5,1008.2,57.9,57.9,0,2.9,245,-3.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124056,3,2015-03-02 03:16:53,22.4,22.4,1008.2,58.3,58.3,0,4.1,299,-5.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124057,3,2015-03-02 03:21:53,22.3,22.3,1008.2,58.7,58.7,0,2.4,291,-4.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124058,3,2015-03-02 03:26:53,22.2,22.2,1008.3,58.6,58.6,0,1.8,291,-3.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124059,3,2015-03-02 03:31:55,22.2,22.2,1008.3,59.3,59.3,0,2.9,236,-3.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124060,3,2015-03-02 03:36:55,22.2,22.2,1008.3,58.6,58.6,0,4.8,289,-3.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124061,3,2015-03-02 03:41:56,22.4,22.4,1008.3,59.2,59.2,0,1.7,270,-1.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124062,3,2015-03-02 03:46:58,22.5,22.5,1008.3,58.2,58.2,0,2.0,280,-2.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124063,3,2015-03-02 03:51:59,22.6,22.6,1008.3,57.2,57.2,0,3.5,290,-1.4,2,0,0,1,0,0,0,0,0,0,0,0,0
124064,3,2015-03-02 03:57:00,22.7,22.7,1008.3,56.7,56.7,0,5.6,292,-4.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124065,3,2015-03-02 04:02:01,22.7,22.7,1008.2,56.7,56.7,0,2.5,268,-2.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124066,3,2015-03-02 04:07:01,22.7,22.7,1008.0,56.5,56.5,0,4.5,287,-4.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124067,3,2015-03-02 04:12:01,22.9,22.9,1008.1,57.1,57.1,0,2.6,293,-5.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124068,3,2015-03-02 04:17:02,23.4,23.4,1008.0,54.6,54.6,0,0.7,339,-6.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124069,3,2015-03-02 04:22:03,23.2,23.2,1008.0,55.3,55.3,0,3.8,271,-7.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124070,3,2015-03-02 04:27:04,23.8,23.8,1008.0,53.8,53.8,0,2.3,294,-11.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124071,3,2015-03-02 04:32:05,23.8,23.8,1008.0,53.5,53.5,0,3.6,302,-11.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124072,3,2015-03-02 04:37:07,24.1,24.1,1007.9,52.7,52.7,0,3.8,288,-8.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124073,3,2015-03-02 04:42:09,23.9,23.9,1007.8,53.0,53.0,0,2.3,258,-12.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124074,3,2015-03-02 04:47:10,24.1,24.1,1007.7,52.7,52.7,0,4.4,286,-10.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124075,3,2015-03-02 04:52:11,24.3,24.3,1007.8,52.3,52.3,0,3.7,287,-10.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124076,3,2015-03-02 04:57:12,24.1,24.1,1007.7,52.0,52.0,0,4.3,266,-12.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124077,3,2015-03-02 05:02:14,24.1,24.1,1007.6,52.4,52.4,0,3.2,233,-10.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124078,3,2015-03-02 05:07:15,24.4,24.4,1007.7,51.2,51.2,0,3.2,256,-13.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124079,3,2015-03-02 05:12:16,24.5,24.5,1007.7,51.4,51.4,0,5.3,270,-12.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124080,3,2015-03-02 05:17:17,24.4,24.4,1007.7,51.3,51.3,0,5.1,312,-20.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124081,3,2015-03-02 05:22:18,24.7,24.7,1007.6,50.7,50.7,0,2.2,278,-15.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124082,3,2015-03-02 05:27:19,25.1,25.1,1007.5,49.8,49.8,0,4.9,252,-16.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124083,3,2015-03-02 05:32:20,25.2,25.2,1007.6,48.8,48.8,0,1.1,274,-13.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124084,3,2015-03-02 05:37:21,25.2,25.2,1007.6,48.7,48.7,0,4.3,295,-23.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124085,3,2015-03-02 05:42:22,24.9,24.9,1007.5,50.1,50.1,0,3.6,298,-15.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124086,3,2015-03-02 05:47:23,24.9,24.9,1007.5,50.0,50.0,0,0.9,264,-12.8,2,0,0,1,0,0,0,0,0,0,0,0,0
